student_id,skills,experience_years,course_grades,projects_completed,extracurriculars,job_offer
9794,SQL;Java;Python,2,88.12,1,3,1
9795,Python;Machine Learning;Java,4,94.06,1,4,0
9796,Python,1,80.29,0,3,1
9797,SQL;C++;Machine Learning,4,79.23,4,3,1
9798,Java,4,73.61,6,4,1
9799,Java,4,67.08,8,3,0
9800,Data Analysis;Machine Learning;C++,0,97.57,4,1,0
9801,Data Analysis,4,72.64,0,4,1
9802,Java,3,92.03,2,4,0
9803,C++;SQL;Machine Learning,3,88.61,7,1,0
9804,Java,2,91.64,2,4,1
9805,Java;SQL;Data Analysis,5,97.47,6,4,1
9806,C++,4,84.93,9,1,0
9807,C++;Machine Learning,4,95.92,2,0,0
9808,Data Analysis;Java;SQL,1,66.71,1,0,0
9809,C++,0,85.07,9,0,1
9810,Java;Machine Learning,5,90.89,5,1,0
9811,Java;Data Analysis;SQL,2,70.87,1,2,0
9812,Java;Python;Data Analysis,5,89.63,9,3,0
9813,Data Analysis,4,91.14,4,4,1
9814,Python,1,93.25,4,1,1
9815,Python;SQL;Data Analysis,0,72.52,4,3,1
9816,C++,2,87.26,5,1,1
9817,Java;Data Analysis;Machine Learning,5,72.17,2,4,0
9818,SQL;Data Analysis;Java,2,89.56,9,2,0
9819,SQL,4,78.52,4,1,1
9820,Data Analysis;Python,2,83.9,7,3,1
9821,Machine Learning;Data Analysis;Java,1,76.63,3,3,0
9822,Python;C++;SQL,2,66.48,4,4,0
9823,Python;SQL,3,67.12,0,0,0
9824,Data Analysis;SQL,1,63.1,0,4,1
9825,C++,5,84.72,7,4,1
9826,C++,0,93.95,1,0,1
9827,C++;Machine Learning,0,60.83,9,2,0
9828,Machine Learning;Data Analysis;Python,4,62.65,9,1,0
9829,Machine Learning,4,78.3,6,3,1
9830,Python,3,89.51,6,1,1
9831,Python,5,66.31,8,1,1
9832,C++;SQL;Java,0,70.87,0,3,0
9833,Data Analysis,0,69.28,1,0,1
9834,Java,0,75.96,0,3,1
9835,Data Analysis;Java,0,69.0,0,0,1
9836,C++,2,74.1,3,0,0
9837,C++;Data Analysis,5,89.14,7,4,0
9838,Java,1,84.44,9,2,1
9839,C++,1,63.25,7,4,1
9840,Machine Learning;Python;C++,3,85.51,8,2,1
9841,SQL;C++,2,79.08,1,0,1
9842,C++,0,97.38,6,4,1
9843,Java,0,71.57,3,1,1
9844,SQL;Python;Java,4,89.05,2,3,1
9845,Python;SQL,4,89.23,3,3,1
9846,SQL;Java;Data Analysis,3,68.86,3,3,0
9847,Data Analysis,0,96.13,2,2,1
9848,Python;Data Analysis,3,79.65,8,3,0
9849,C++;SQL;Python,2,87.16,7,2,1
9850,C++,1,65.83,9,2,1
9851,Python;C++,0,70.31,1,2,0
9852,SQL;Machine Learning,5,83.44,2,1,1
9853,C++,2,72.76,9,0,1
9854,C++;Java,0,79.99,6,1,1
9855,Machine Learning;Python,5,74.96,4,0,0
9856,Java;Python,4,85.62,0,1,0
9857,Java,3,79.49,0,2,1
9858,C++;Java;SQL,4,60.18,7,0,0
9859,C++;SQL;Data Analysis,1,85.99,5,3,0
9860,Python;SQL;C++,4,76.88,3,1,0
9861,SQL;Machine Learning,0,73.67,2,0,0
9862,Data Analysis;Machine Learning,5,63.77,8,3,1
9863,Python,4,68.81,8,4,1
9864,Java;Machine Learning;C++,0,68.95,3,2,1
9865,Machine Learning;Data Analysis;SQL,1,97.41,7,1,1
9866,Python;SQL;C++,5,77.3,3,1,1
9867,Machine Learning,4,61.68,7,4,1
9868,Machine Learning;SQL;Data Analysis,3,65.55,6,0,1
9869,SQL,3,63.16,5,1,0
9870,Data Analysis;Java;Machine Learning,5,83.55,6,1,0
9871,C++;SQL,3,67.46,5,1,1
9872,Java,4,79.94,5,1,1
9873,Data Analysis,4,74.8,6,4,1
9874,Machine Learning,5,92.16,3,2,1
9875,C++;Python,4,72.82,4,1,0
9876,Python,0,78.33,8,4,1
9877,Data Analysis,1,88.85,1,3,0
9878,Machine Learning;Data Analysis;Python,3,77.33,8,1,1
9879,Python;SQL;Machine Learning,0,91.73,4,0,1
9880,SQL;Java;Data Analysis,5,86.47,9,4,0
9881,Python,3,76.42,0,0,0
9882,Python;Java;C++,0,80.16,6,2,0
9883,Data Analysis;Java,4,98.69,4,3,0
9884,Java,5,86.46,2,0,0
9885,Machine Learning;SQL;C++,5,96.2,2,1,0
9886,Java;Data Analysis,3,67.15,0,4,1
9887,C++;Data Analysis,4,79.33,6,3,0
9888,Machine Learning;C++;Python,3,96.35,1,4,0
9889,Machine Learning;Data Analysis;Java,2,72.9,7,3,1
9890,Java,0,98.71,3,0,1
9891,Machine Learning;Data Analysis,2,63.88,3,2,1
9892,C++;Python;SQL,0,96.11,4,4,0
9893,Machine Learning;SQL;Python,1,77.81,8,1,0
9894,Machine Learning;Python,5,62.95,6,4,1
9895,Data Analysis;Python,3,95.18,2,2,0
9896,Java;SQL;Machine Learning,1,70.08,3,0,1
9897,SQL;C++,1,60.89,8,1,0
9898,Machine Learning;Data Analysis;SQL,5,65.43,0,1,1
9899,Python;SQL,5,86.36,7,0,0
9900,C++;Data Analysis;SQL,0,99.11,7,4,0
9901,C++;Java;Machine Learning,2,64.46,6,1,0
9902,Machine Learning,4,78.48,5,4,1
9903,Java;Data Analysis,0,67.23,6,4,0
9904,Python;Data Analysis,4,89.8,9,0,1
9905,Python;Machine Learning;Java,1,64.72,3,2,0
9906,Python;C++,4,69.59,3,2,1
9907,Java;Python,2,67.86,4,4,0
9908,C++,0,82.1,3,0,0
9909,SQL;Data Analysis,5,94.93,3,2,1
9910,C++;Machine Learning;Data Analysis,2,80.44,8,4,1
9911,SQL;C++,2,62.33,5,1,1
9912,Machine Learning;C++;SQL,0,82.54,2,1,1
9913,SQL;C++,5,91.9,2,3,0
9914,Python;Java,2,65.29,9,3,0
9915,C++;Data Analysis,5,62.91,7,3,0
9916,Python;Data Analysis,3,67.51,2,2,1
9917,C++,3,89.84,3,1,1
9918,C++;SQL;Data Analysis,3,83.67,5,1,1
9919,Java;SQL;Python,4,81.62,8,2,1
9920,Python;C++,2,69.98,5,1,0
9921,SQL;Data Analysis,0,73.29,2,1,0
9922,Python;Java,0,98.64,5,4,1
9923,SQL,4,69.63,3,1,1
9924,SQL;Python,0,96.07,4,4,0
9925,Machine Learning;Data Analysis;C++,3,83.22,4,3,0
9926,Python;Java,2,64.93,2,0,1
9927,Java,0,78.69,4,4,1
9928,C++;Machine Learning;Data Analysis,0,97.94,4,1,1
9929,Machine Learning,1,76.74,6,3,0
9930,SQL,1,94.54,8,0,1
9931,Python;Data Analysis,1,70.26,4,0,0
9932,Python;Java,2,82.84,8,3,0
9933,Java;Python,3,93.75,4,3,1
9934,SQL;Data Analysis;Java,5,96.83,3,0,1
9935,Machine Learning,3,79.43,5,0,1
9936,C++;Python;Java,3,85.59,7,1,1
9937,Data Analysis,2,60.12,3,4,0
9938,Data Analysis;Python,2,70.13,4,4,1
9939,Machine Learning;Data Analysis;Java,1,71.15,9,0,0
9940,Machine Learning,0,63.74,0,0,0
9941,Data Analysis;Python,4,71.19,9,2,0
9942,SQL,4,72.84,0,0,0
9943,Machine Learning;Python;C++,5,98.75,7,4,0
9944,Python;Machine Learning;C++,0,86.74,6,1,0
9945,C++;Machine Learning;Data Analysis,5,77.04,4,2,1
9946,SQL,1,99.52,8,4,1
9947,Java;Machine Learning,5,66.13,0,1,1
9948,Python;Java,0,79.04,2,2,0
9949,C++;Machine Learning,0,85.88,5,2,1
9950,Machine Learning;Python,4,62.22,0,2,0
9951,SQL;Python,1,88.68,5,2,0
9952,Java;SQL,2,63.99,1,2,1
9953,Data Analysis;C++,5,65.61,9,2,1
9954,Machine Learning;Python,4,66.39,4,3,1
9955,SQL;C++;Java,5,97.16,9,1,1
9956,SQL;Python;Data Analysis,5,87.33,1,4,1
9957,Data Analysis;Machine Learning;Python,2,86.22,0,0,0
9958,Data Analysis,1,82.22,3,4,0
9959,Python;Java,0,71.71,1,3,0
9960,Machine Learning;SQL;Data Analysis,3,84.84,8,3,0
9961,Data Analysis,5,76.41,2,2,1
9962,Java,3,65.82,8,3,1
9963,SQL,1,87.58,3,4,0
9964,Machine Learning;Java;SQL,3,65.18,9,3,0
9965,SQL;Machine Learning;Python,5,67.63,6,4,1
9966,Java;SQL,2,92.71,6,2,1
9967,Python,3,86.4,5,2,0
9968,Python,1,85.24,7,3,1
9969,Data Analysis;C++;Machine Learning,1,76.73,5,0,1
9970,SQL;Machine Learning,2,75.85,8,2,1
9971,C++;SQL,3,87.61,4,1,0
9972,SQL;Python;Data Analysis,3,89.6,2,1,1
9973,Machine Learning,0,80.41,4,2,1
9974,Data Analysis;SQL,4,98.77,3,3,1
9975,Machine Learning;Java;Data Analysis,1,98.23,2,2,1
9976,Machine Learning,0,76.5,0,3,0
9977,Data Analysis;Java;SQL,1,92.82,7,4,0
9978,Machine Learning;C++;SQL,0,81.73,3,0,1
9979,Machine Learning,4,80.47,2,0,1
9980,Java;Data Analysis,0,62.2,3,4,0
9981,Java;Data Analysis;C++,1,82.96,0,4,0
9982,Data Analysis,3,96.02,5,4,1
9983,SQL;Machine Learning;C++,1,91.21,2,0,1
9984,Machine Learning;SQL;Java,5,91.45,7,2,1
9985,C++;Data Analysis,2,66.4,9,1,0
9986,Machine Learning;Java,2,74.34,4,3,0
9987,C++,5,69.33,8,1,0
9988,Data Analysis,2,72.64,8,3,0
9989,C++,2,83.18,1,0,0
9990,Java;Machine Learning,4,74.59,4,2,0
9991,Data Analysis,3,82.43,6,1,1
9992,Data Analysis;Python;SQL,3,77.54,6,4,0
9993,Machine Learning,1,71.46,9,4,1
9994,C++,5,63.82,2,4,0
9995,Machine Learning;Java;SQL,0,95.67,6,1,1
9996,C++,1,60.45,6,2,0
9997,SQL;Machine Learning,1,60.07,3,2,1
9998,C++;Machine Learning,1,93.07,6,4,1
9999,Machine Learning;Python;C++,1,99.87,7,1,1
10000,Java,3,89.08,2,4,0
10001,C++,0,60.61,1,3,0
10002,Java;Data Analysis;C++,1,69.07,8,3,0
10003,C++,3,98.87,6,1,0
10004,Machine Learning;Data Analysis;Python,1,92.34,0,3,1
10005,Java,2,82.67,9,0,0
10006,C++,1,69.47,9,0,0
10007,Machine Learning;Python;Data Analysis,5,60.57,8,0,1
10008,C++;SQL;Machine Learning,5,60.83,4,3,0
10009,Machine Learning;C++;Python,1,84.48,1,2,0
10010,Machine Learning;SQL;C++,4,60.87,6,0,1
10011,Machine Learning;SQL,2,99.75,8,4,0
10012,SQL;Python;C++,0,67.34,2,2,1
10013,C++;SQL,1,88.43,3,1,1
10014,Java;Machine Learning,0,66.2,8,3,1
10015,Python;Machine Learning;Data Analysis,2,81.6,1,4,1
10016,Data Analysis;Java,1,63.22,3,1,0
10017,Machine Learning;Python,4,90.67,4,3,0
10018,Machine Learning;Python,3,83.4,3,3,0
10019,C++;Machine Learning,4,63.45,6,4,1
10020,Machine Learning,4,93.94,5,3,1
10021,SQL;Data Analysis;C++,3,81.88,8,3,1
10022,C++,3,96.86,3,3,1
10023,Java;Machine Learning;SQL,5,96.66,8,2,0
10024,Machine Learning;C++;Data Analysis,3,96.82,0,0,1
10025,Machine Learning,1,63.11,5,4,0
10026,Java,0,64.84,6,2,0
10027,Data Analysis,5,99.51,8,4,1
10028,C++;Python,5,79.5,0,2,0
10029,Java,0,69.53,0,3,0
10030,C++;Python;Java,5,90.79,1,3,0
10031,Data Analysis,3,70.57,5,2,1
10032,Machine Learning;Python;SQL,4,89.09,2,3,0
10033,Python;Machine Learning;Data Analysis,2,93.49,5,0,1
10034,Machine Learning,3,91.37,1,4,0
10035,Machine Learning;Data Analysis;C++,4,70.96,9,3,0
10036,Python;Machine Learning;Java,4,76.06,5,1,0
10037,Data Analysis,5,76.53,6,2,0
10038,Python;C++,1,79.65,5,2,1
10039,Data Analysis;Machine Learning,1,66.69,1,3,1
10040,Python,5,78.1,4,2,0
10041,C++,5,80.43,9,1,0
10042,Java;Data Analysis;C++,0,81.27,5,2,0
10043,Machine Learning,0,92.8,7,1,1
10044,Java;C++;Data Analysis,2,80.69,8,2,0
10045,SQL,2,69.23,4,2,0
10046,Machine Learning;C++;SQL,2,86.53,6,1,1
10047,C++;Python;Java,2,91.89,3,4,0
10048,SQL;Python;C++,4,72.77,9,0,1
10049,SQL;C++,4,85.81,4,1,1
10050,Machine Learning;C++;Java,0,65.88,0,0,0
10051,SQL,1,73.68,2,2,0
10052,Data Analysis;C++,5,96.37,1,4,0
10053,C++,1,96.45,5,1,0
10054,Java;Python,3,83.01,8,4,1
10055,Data Analysis,4,88.09,9,1,0
10056,Python,2,94.16,2,3,1
10057,SQL;Data Analysis,2,98.34,1,1,0
10058,Python;SQL;C++,3,79.6,1,0,1
10059,Python;SQL;Java,1,82.46,5,3,0
10060,Python;Machine Learning;C++,2,76.63,9,2,1
10061,Machine Learning;Java;SQL,1,62.88,5,1,0
10062,SQL;Data Analysis;Python,5,76.91,4,0,1
10063,SQL;Machine Learning,3,91.63,8,2,0
10064,Java;Python;Machine Learning,1,92.2,6,0,1
10065,Python;SQL,5,95.7,6,2,0
10066,Python;Data Analysis,1,62.06,0,1,0
10067,Java,1,81.09,9,4,0
10068,SQL;Python;Java,2,64.3,9,2,0
10069,Machine Learning;C++,0,68.03,1,4,1
10070,SQL,4,96.01,2,2,1
10071,C++;Machine Learning;Python,1,79.87,4,4,0
10072,Python;Machine Learning;C++,1,90.34,3,1,0
10073,Machine Learning;C++,1,62.58,7,0,1
10074,Python;Java;Machine Learning,0,76.67,3,1,0
10075,SQL;Data Analysis;Machine Learning,5,86.97,5,2,1
10076,Machine Learning;SQL,3,65.34,8,3,1
10077,C++;Data Analysis,2,73.03,1,0,0
10078,SQL;Python;Java,0,62.58,7,4,0
10079,Data Analysis;C++,5,86.05,4,0,1
10080,Python;Data Analysis,1,98.84,9,0,1
10081,Java;Data Analysis,5,93.08,5,1,1
10082,SQL;C++;Java,0,98.98,2,2,1
10083,Machine Learning;Java,0,93.82,7,1,1
10084,SQL,0,94.21,1,2,0
10085,C++;SQL;Data Analysis,3,83.09,0,3,1
10086,Java;Machine Learning;Data Analysis,4,80.73,0,1,0
10087,C++;Java;Python,2,76.25,7,3,1
10088,C++;Machine Learning;Java,3,92.72,1,2,1
10089,Python;Java;Data Analysis,3,67.28,4,0,0
10090,Machine Learning;SQL,4,62.25,1,3,0
10091,Data Analysis;SQL;Java,3,97.92,3,3,1
10092,Java,0,60.15,8,2,1
10093,SQL,0,99.07,1,2,1
10094,C++,5,89.15,3,1,0
10095,SQL;Python;Data Analysis,1,73.14,9,1,0
10096,Data Analysis;SQL;Java,3,87.91,4,2,1
10097,C++;Data Analysis;Python,1,92.72,9,3,1
10098,Java;SQL,2,69.81,9,4,1
10099,C++;Data Analysis,0,90.84,4,1,0
10100,SQL;C++;Java,5,92.17,4,2,0
10101,Python;SQL;Machine Learning,2,69.97,9,4,1
10102,SQL;Python;C++,5,61.68,9,4,1
10103,Data Analysis;Machine Learning,4,68.16,1,4,1
10104,C++,0,68.03,7,4,0
10105,C++,2,62.61,4,0,0
10106,SQL,4,89.04,5,1,1
10107,Java,2,75.2,7,4,0
10108,Python,5,95.38,7,4,1
10109,Data Analysis;Python;C++,4,70.09,9,2,0
10110,Machine Learning;Python;SQL,4,78.13,6,2,0
10111,Java,0,85.56,7,0,0
10112,SQL;C++,1,95.1,9,4,0
10113,Data Analysis;Python,5,80.98,6,0,0
10114,Machine Learning;SQL;Java,5,74.94,9,2,1
10115,C++;Data Analysis;SQL,4,94.68,5,1,0
10116,Data Analysis,4,72.41,4,3,1
10117,Machine Learning,0,63.18,4,3,1
10118,Java;Machine Learning;C++,1,77.8,7,0,1
10119,Data Analysis;Java,5,91.4,0,2,0
10120,Python,3,61.23,1,3,0
10121,C++,3,83.44,0,4,0
10122,SQL;Python;C++,1,83.78,9,1,0
10123,Java;Python;Data Analysis,2,97.14,6,2,1
10124,C++;Data Analysis,0,71.46,8,0,0
10125,Python;Machine Learning,1,71.15,6,2,0
10126,C++;Data Analysis;Machine Learning,3,77.62,8,1,1
10127,Python;Data Analysis,4,74.28,3,2,0
10128,SQL,3,89.45,6,0,1
10129,C++;Java;SQL,4,85.67,9,4,1
10130,Python,0,90.36,9,2,1
10131,Java,4,92.8,6,0,1
10132,Data Analysis,1,96.92,9,4,1
10133,Java;SQL;Python,4,77.24,9,3,0
10134,Java,2,99.39,1,2,0
10135,C++;Data Analysis;Java,1,68.63,1,4,0
10136,C++;SQL,0,88.57,7,3,1
10137,Data Analysis;Python;Machine Learning,1,81.36,1,2,0
10138,C++;Machine Learning,2,92.68,0,2,0
10139,SQL,0,79.07,0,1,1
10140,Data Analysis,3,91.36,0,2,0
10141,SQL;C++,2,97.21,5,2,0
10142,SQL,0,89.29,4,4,0
10143,Python;Machine Learning,4,91.04,6,0,0
10144,Java,1,62.69,2,1,1
10145,SQL,0,68.2,4,2,1
10146,C++,1,98.97,1,4,1
10147,C++;SQL,4,87.73,8,4,1
10148,SQL;Java,0,82.46,8,0,0
10149,Python;Data Analysis,3,74.68,3,3,0
10150,C++;Java;Data Analysis,2,61.78,1,2,1
10151,C++,0,74.77,9,3,1
10152,Python,4,79.96,7,0,1
10153,Machine Learning;SQL;C++,0,68.46,3,4,1
10154,Data Analysis;SQL;Machine Learning,1,66.93,4,3,1
10155,Java;Data Analysis;C++,5,80.34,3,0,0
10156,C++;Data Analysis;SQL,0,83.44,1,3,0
10157,SQL,3,69.6,5,4,1
10158,Python;Data Analysis;Java,0,83.5,0,2,1
10159,SQL;Python;Java,2,96.01,7,1,0
10160,SQL;Data Analysis;Python,0,78.93,0,4,1
10161,Data Analysis;Java;SQL,5,94.3,4,3,0
10162,Data Analysis;SQL,1,97.09,8,2,1
10163,C++;Data Analysis;Java,0,63.7,0,1,0
10164,Machine Learning,3,63.83,9,0,0
10165,Java;Machine Learning;Python,4,79.04,6,2,0
10166,C++;Java,0,83.52,6,4,1
10167,Python,0,77.04,4,3,1
10168,SQL;Data Analysis,2,73.06,3,1,0
10169,Data Analysis;Python,3,85.64,8,2,0
10170,Data Analysis;C++,5,60.08,4,1,0
10171,Machine Learning;Java,4,98.72,0,1,1
10172,SQL,1,69.28,8,2,0
10173,Python,0,96.68,4,3,0
10174,Data Analysis;Machine Learning,5,64.36,8,0,1
10175,Machine Learning;Data Analysis,4,69.52,7,2,0
10176,Machine Learning;SQL,1,69.39,9,0,1
10177,Python,5,99.85,6,1,0
10178,Data Analysis,3,60.18,5,1,1
10179,SQL,3,85.59,8,3,0
10180,Machine Learning,4,94.79,3,2,1
10181,SQL;Java,1,86.89,4,2,1
10182,C++;Data Analysis,3,74.51,0,4,1
10183,Python;Machine Learning,4,98.33,6,3,1
10184,Python,3,95.74,5,2,0
10185,Machine Learning;SQL;Python,3,77.36,6,1,1
10186,Python,5,82.93,0,3,0
10187,Data Analysis;Machine Learning;C++,5,98.7,6,4,1
10188,Python,3,99.3,6,4,0
10189,Java;Machine Learning,2,77.99,7,1,1
10190,SQL,5,93.89,1,2,0
10191,Python,1,72.08,0,1,0
10192,Java;C++,4,74.87,0,4,0
10193,Machine Learning;C++,4,66.59,7,3,0
10194,Data Analysis,1,68.37,6,2,1
10195,Python,1,86.27,8,1,0
10196,Machine Learning;Python,1,80.43,1,2,1
10197,C++;Python;Machine Learning,1,69.25,3,3,0
10198,Data Analysis;C++;SQL,0,76.12,7,4,1
10199,SQL;Java,4,74.93,5,1,1
10200,C++;Python,0,99.49,1,4,1
10201,Data Analysis;Machine Learning,3,94.14,9,1,0
10202,Python;Java;C++,3,75.52,1,2,1
10203,Data Analysis;Java;Machine Learning,4,96.56,6,0,0
10204,Python;SQL;Machine Learning,3,73.71,8,1,1
10205,Data Analysis,1,86.72,7,1,0
10206,Java;Python;C++,0,98.67,1,4,0
10207,Python,1,75.61,2,0,0
10208,Java,3,87.2,7,0,0
10209,Java,5,71.84,3,0,1
10210,C++;SQL;Machine Learning,0,70.65,5,0,1
10211,Python;SQL;Java,1,82.97,1,3,0
10212,SQL,4,99.17,0,2,0
10213,Python;Data Analysis;SQL,1,78.13,5,1,0
10214,Python,5,97.51,7,2,0
10215,C++;Data Analysis,3,96.57,4,2,0
10216,Python,0,70.15,0,2,1
10217,Python;SQL,4,76.07,9,2,1
10218,Data Analysis;Machine Learning,0,85.73,1,3,1
10219,Java;Python;Machine Learning,4,80.72,2,4,1
10220,C++;Java,0,63.84,1,3,1
10221,Data Analysis,3,99.75,8,1,1
10222,Java;Data Analysis;Machine Learning,4,90.11,9,0,0
10223,SQL,2,77.51,1,4,0
10224,Python,0,84.73,2,1,1
10225,Java;Machine Learning,0,63.5,8,0,0
10226,Java,1,79.81,2,3,1
10227,Java;Python;SQL,4,97.23,7,2,0
10228,Java;Python,5,95.86,7,1,0
10229,Data Analysis,2,73.5,2,2,0
10230,Machine Learning;Python;Data Analysis,3,81.25,9,2,1
10231,Java,1,87.9,9,2,0
10232,Machine Learning;SQL,2,73.6,2,4,0
10233,Java,4,62.6,7,0,1
10234,Python;Java;Machine Learning,2,80.22,2,2,0
10235,Java;SQL;Data Analysis,0,84.07,3,1,1
10236,C++;Python;Java,0,60.23,4,4,0
10237,Java,1,63.82,6,0,1
10238,Machine Learning;SQL;Data Analysis,4,68.29,0,1,1
10239,Data Analysis;SQL,4,73.92,7,4,0
10240,Java;Data Analysis,2,81.64,2,4,1
10241,Java;Machine Learning,1,71.75,6,0,0
10242,SQL;Data Analysis,4,71.05,9,2,1
10243,C++;Data Analysis;Python,5,94.77,2,1,0
10244,SQL,5,65.8,8,3,0
10245,Machine Learning;C++;Data Analysis,0,79.82,9,2,1
10246,SQL,2,98.11,4,3,0
10247,Data Analysis,3,85.0,2,1,1
10248,Data Analysis,0,88.69,2,3,0
10249,SQL;Java;C++,1,77.25,3,3,1
10250,Data Analysis;C++,4,60.8,4,0,1
10251,Java;SQL;Machine Learning,0,85.85,4,0,0
10252,Machine Learning,3,85.28,7,0,1
10253,Java;SQL,3,64.42,9,3,1
10254,Python;SQL,5,78.49,5,3,0
10255,Java;C++;Machine Learning,1,96.61,4,4,1
10256,SQL;Machine Learning,0,68.2,1,4,0
10257,SQL,2,78.44,4,0,0
10258,C++;Java,0,78.44,6,4,0
10259,Java;Machine Learning,5,92.43,2,2,0
10260,Machine Learning,3,92.98,6,4,1
10261,C++;SQL,1,90.37,0,4,1
10262,SQL,1,74.62,5,2,1
10263,SQL;Java,2,62.88,0,2,1
10264,C++,1,73.98,6,1,1
10265,Data Analysis;SQL;Java,5,87.19,5,3,0
10266,C++;SQL,5,88.11,9,3,1
10267,C++;SQL,5,98.6,0,0,0
10268,Java;SQL;Data Analysis,1,78.15,8,1,0
10269,Machine Learning;C++;Java,1,85.3,4,1,1
10270,Machine Learning;Data Analysis;SQL,5,81.57,6,1,0
10271,Java;Data Analysis;SQL,1,66.02,0,1,1
10272,Data Analysis,1,78.45,7,4,0
10273,C++;Machine Learning,3,81.79,7,1,1
10274,SQL,0,98.03,8,0,1
10275,SQL,4,74.66,1,3,1
10276,Python;Java,1,99.2,5,1,1
10277,C++;Data Analysis;Java,4,81.69,9,3,0
10278,Data Analysis;Machine Learning;Java,4,69.7,4,2,0
10279,SQL;Java,3,67.67,5,0,0
10280,SQL;C++;Data Analysis,1,65.67,4,2,1
10281,Data Analysis;C++;Java,5,78.12,0,1,0
10282,Machine Learning;Python;C++,4,60.88,1,4,0
10283,C++,1,77.8,2,4,0
10284,Machine Learning;Java;SQL,2,99.54,6,0,1
10285,C++;Machine Learning;Java,5,86.8,9,1,0
10286,Machine Learning;Data Analysis;Python,2,90.39,8,1,0
10287,Python;SQL,2,64.76,1,1,1
10288,Data Analysis,4,78.92,9,1,0
10289,Python;Data Analysis;C++,2,71.45,0,0,1
10290,Data Analysis;Java;C++,3,95.76,0,0,0
10291,Python,3,67.25,3,0,0
10292,Python,4,78.35,8,4,0
10293,Java;C++,1,83.52,3,1,1
10294,C++,0,80.56,2,2,1
10295,C++,1,93.21,9,3,0
10296,Java;Python;Machine Learning,1,69.26,7,0,1
10297,Machine Learning;Data Analysis,1,75.1,8,0,1
10298,C++;Machine Learning,1,91.68,4,4,1
10299,Python;Machine Learning;Java,5,81.12,1,4,1
10300,Data Analysis;SQL,0,76.08,3,3,1
10301,Java;Python;Data Analysis,5,61.18,9,4,0
10302,SQL,2,90.14,7,0,0
10303,Java;Machine Learning,1,98.89,1,1,1
10304,C++;Data Analysis,3,84.81,8,1,1
10305,SQL,4,94.26,4,4,1
10306,SQL;Java;Machine Learning,4,80.68,6,3,1
10307,Data Analysis;SQL,5,69.27,4,1,0
10308,C++;Java,5,60.58,2,0,0
10309,Machine Learning,3,86.14,1,1,0
10310,C++,1,79.72,2,3,1
10311,Data Analysis,0,91.28,1,4,0
10312,Machine Learning;SQL;Python,2,87.79,1,2,1
10313,C++,4,99.52,1,1,0
10314,SQL;Machine Learning;Python,2,80.41,1,0,1
10315,Python;Java;C++,0,77.09,7,3,0
10316,C++;SQL;Data Analysis,5,71.47,4,1,1
10317,Machine Learning,4,79.07,8,2,0
10318,C++;Python,2,94.91,4,4,0
10319,Data Analysis;Machine Learning,5,61.7,0,1,1
10320,Java,0,99.12,7,3,0
10321,Java;Machine Learning,2,99.73,2,1,1
10322,Python,1,83.91,9,4,0
10323,C++,5,73.26,9,3,0
10324,Java,0,68.92,1,2,1
10325,Machine Learning;Python,2,71.06,5,0,1
10326,C++,1,62.0,3,4,1
10327,Java;Machine Learning;SQL,1,79.0,3,1,1
10328,Machine Learning;Python;Data Analysis,0,62.29,8,2,1
10329,Java,3,88.74,9,3,1
10330,SQL,4,74.88,7,3,0
10331,Java;C++,0,67.97,2,3,1
10332,C++;Data Analysis;Java,1,81.79,8,1,0
10333,SQL;Machine Learning;Python,1,98.95,0,4,0
10334,Python;Machine Learning,0,87.81,6,2,0
10335,Data Analysis;SQL;Python,3,79.67,6,3,1
10336,Python;Data Analysis;C++,4,91.08,1,0,0
10337,Machine Learning;Java,2,89.5,6,4,1
10338,Python,0,95.67,6,2,1
10339,Machine Learning;Python,4,68.19,8,2,0
10340,C++,4,94.36,5,3,0
10341,SQL,5,72.04,9,0,1
10342,Data Analysis;Machine Learning;Python,1,97.64,9,3,0
10343,Python,2,71.24,8,4,1
10344,Data Analysis;Java,0,97.07,2,1,0
10345,Java,1,98.55,7,4,0
10346,Machine Learning;C++;Data Analysis,5,65.82,3,0,1
10347,C++,5,98.98,0,1,0
10348,Python;Data Analysis;Machine Learning,1,63.43,6,2,1
10349,SQL,3,68.74,2,3,0
10350,Python,4,77.77,3,4,0
10351,SQL,0,99.74,2,3,0
10352,Data Analysis;SQL;Machine Learning,0,79.54,5,4,1
10353,SQL;Java;Python,0,82.02,9,3,0
10354,SQL,1,87.78,0,1,0
10355,Python,3,98.73,9,3,0
10356,Python;C++,2,91.33,6,0,0
10357,Data Analysis;Python;C++,5,68.97,9,0,0
10358,Python;Java;C++,1,72.12,7,3,0
10359,Python,2,63.91,2,2,1
10360,C++;Python,5,85.78,8,0,1
10361,Python;C++;Data Analysis,5,67.23,1,4,0
10362,Java,3,70.3,9,3,1
10363,Python;Machine Learning;SQL,4,95.52,9,3,0
10364,Java,0,73.07,8,0,0
10365,C++;Python,2,82.67,4,2,1
10366,Machine Learning,1,75.9,5,4,0
10367,Data Analysis;Python;SQL,2,62.96,1,0,1
10368,Python,4,74.51,4,0,0
10369,Machine Learning,0,76.32,5,1,1
10370,Data Analysis;SQL,2,95.83,4,0,1
10371,Java;C++,4,72.98,3,4,0
10372,Python;Machine Learning;Java,1,75.17,7,1,1
10373,C++;Machine Learning,3,91.32,1,2,0
10374,C++;Data Analysis,5,90.36,0,2,0
